Brewery Name,City,State,Country,Year Established,Still in Business?,Closed?
Ashtown Brewing Company,Longview,Washington,UNITED STATES,2010,Y,N
Parkersburg Brewing Co.,Parkersburg,West Virginia,UNITED STATES,2015,Y,N
Saltwater Brewery,Delray Beach,Florida,UNITED STATES,2013,Y,N
Arizona Wilderness Brewing Company,Gilbert,Arizona,UNITED STATES,2013,Y,N
Tanglewood Branch Beer Co.,Fayetteville,Arkansas,UNITED STATES,2011,N,Y
Canterbury Aleworks,Canterbury,New Hampshire,UNITED STATES,2012,Y,N
Mu Brewery,Aurora,Colorado,UNITED STATES,2014,N,Y
Blackrocks Brewery,Marquette,Michigan,UNITED STATES,2010,Y,N
Shanty Irish Brewing Company,Orcutt,California,UNITED STATES,2010,Y,N
Lost Winds Brewing Company,San Clemente,California,UNITED STATES,2016,Y,N
Orf Brewing,Austin,Texas,UNITED STATES,2017,Y,N
Barrel Harbor Brewing,Vista,California,UNITED STATES,2012,Y,N
New Sarum Brewing,Salisbury,North Carolina,UNITED STATES,2012,Y,N
Devil's Purse Brewing Company,South Dennis,Massachusetts,UNITED STATES,2013,Y,N
Rhinegeist,Cincinnati,Ohio,UNITED STATES,2013,Y,N
Biercamp,Ann Arbor,Michigan,UNITED STATES,2011,Y,N
Revelation Craft Brewing Company,Rehoboth Beach,Delaware,UNITED STATES,2016,Y,N
Pocock Brewing Company,Santa Clarita,California,UNITED STATES,2013,Y,N
Kilted Dragon,Garden City,Idaho,UNITED STATES,2011,N,Y
Steam Theory Brewing Company,Dallas,Texas,UNITED STATES,2018,Y,N
Ornery Beer Company,Woodbridge,Virginia,UNITED STATES,2015,N,Y
Texas Leaguer Brewing,Missouri City,Texas,UNITED STATES,2017,Y,N
3rd Turn Brewing,Louisville,Kentucky,UNITED STATES,2015,Y,N
Figure Eight Brewing,Valparaiso,Indiana,UNITED STATES,2009,Y,N
Lafitte Brewing Co,New Orleans,Louisiana,UNITED STATES,2014,Y,N
Starrlight Mead,Pittsboro,North Carolina,UNITED STATES,2009,Y,N
The Manhattan Project Beer Company,Addison,Texas,UNITED STATES,2016,Y,N
Missoula Brewing Company,Missoula,Montana,UNITED STATES,2015,Y,N
Heretic Brewing Company,Fairfield,California,UNITED STATES,2011,Y,N
Motorworks Brewing,Bradenton,Florida,UNITED STATES,2014,Y,N
Fall Brewing Company,San Diego,California,UNITED STATES,2014,Y,N
Sandia Chile Grill & Brewery,Albuquerque,New Mexico,UNITED STATES,2012,N,Y
Straight to Ale,Huntsville,Alabama,UNITED STATES,2009,Y,N
Bissell Brothers,Portland,Maine,UNITED STATES,2013,Y,N
Sandia Chile Grill & Brewery,Albuquerque,New Mexico,UNITED STATES,2012,N,Y
Exhibit 'A' Brewing Company,Framingham,Massachusetts,UNITED STATES,2016,Y,N
Brewery Ferment,Traverse City,Michigan,UNITED STATES,2012,Y,N
Claimstake Brewing Company,Rancho Cordova,California,UNITED STATES,2016,Y,N
Clarion River Brewing Company,Clarion,Pennsylvania,UNITED STATES,2015,Y,N
Grateful Hands Brewing,Cabot,Vermont,UNITED STATES,2012,N,Y
Brite Eyes Brewing Company,Kalamazoo,Michigan,UNITED STATES,2013,Y,N
Trail Point Brewing Company,Allendale,Michigan,UNITED STATES,2015,Y,N
Tombstone Brewing Company,Tombstone,Arizona,UNITED STATES,2016,Y,N
Wooly Pig,Fresno,Ohio,UNITED STATES,2017,Y,N
Unity Vibration Living Kombucha Tea,Ypsilanti,Michigan,UNITED STATES,2009,Y,N
Lost Tavern Brewing,Hellertown,Pennsylvania,UNITED STATES,2014,Y,N
Wet Ticket Brewing,Rahway,New Jersey,UNITED STATES,2016,Y,N
Hingham Beer Works,Hingham,Massachusetts,UNITED STATES,2010,Y,N
Blind Squirrel,Plumtree,North Carolina,UNITED STATES,2012,Y,N
DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009,Y,N
Susquehanna Brewing Company,Pittston,Pennsylvania,UNITED STATES,2010,Y,N
Little Machine Beer,Denver,Colorado,UNITED STATES,2015,Y,N
Soundview Brewing Company,Old Lyme,Connecticut,UNITED STATES,2015,Y,N
The Nordic Brewing Co,Monticello,Minnesota,UNITED STATES,2018,Y,N
Tired Hands Brewing Company,Ardmore,Pennsylvania,UNITED STATES,2011,Y,N
The Ale Apothecary,Bend,Oregon,UNITED STATES,2011,Y,N
Hosanna Brewing Company,Fuquay-Varina,North Carolina,UNITED STATES,2012,N,Y
River Rat Brewery,Columbia,South Carolina,UNITED STATES,2013,Y,N
Innovation Brewing,Sylva,North Carolina,UNITED STATES,2013,Y,N
Blowing Rock Brewery,Blowing Rock,North Carolina,UNITED STATES,2012,Y,N
Pensacola Bay Brewery,Pensacola,Florida,UNITED STATES,2010,Y,N
Chino Valley Brewery,Ontario,California,UNITED STATES,2012,Y,N
D9 Brewing Company,Cornelius,North Carolina,UNITED STATES,2013,Y,N
Absolution Brewing Company,Torrance,California,UNITED STATES,2013,Y,N
St. Nicholas Brewing Co.,Du Quoin,Illinois,UNITED STATES,2014,Y,N
Yee-Haw Brewing Company,Pigeon Forge,Tennessee,UNITED STATES,2015,Y,N
Big Elm Brewing Company,Sheffield,Massachusetts,UNITED STATES,2012,Y,N
Fonta Flora Brewery,Morganton,North Carolina,UNITED STATES,2013,Y,N
Happy Valley Brewing Company,State College,Pennsylvania,UNITED STATES,2013,Y,N
Railtown Brewing Company,Dutton,Michigan,UNITED STATES,2014,Y,N
Four Leaf Brewing,Clare,Michigan,UNITED STATES,2015,Y,N
Infinity Brewing,South Burlington,Vermont,UNITED STATES,2014,Y,N
Sound To Summit Brewing,Snohomish,Washington,UNITED STATES,2014,Y,N
Strange Land Brewery,Austin,Texas,UNITED STATES,2014,Y,N
Whitewall Brewing Company,Marysville,Washington,UNITED STATES,2014,Y,N
Bathtub Row Brewing Co-Op,Los Alamos,New Mexico,UNITED STATES,2015,Y,N
Jackson Hole Brewing Comapny,Jackson,Wyoming,UNITED STATES,2012,Y,N
Climate City Brewing Co.,Grants Pass,Oregon,UNITED STATES,2015,Y,N
Brewtus Brewing Company,Sharon,Pennsylvania,UNITED STATES,2010,Y,N
Illuminati Brewing Company,Bellingham,Washington,UNITED STATES,2015,Y,N
Dukbone Brewing Co.,Charlotte,North Carolina,UNITED STATES,2012,Y,N
Gillette Brewing Company,Gillette,Wyoming,UNITED STATES,2012,Y,N
"2 Witches Winery and Brewing Company, Inc.",Danville,Virginia,UNITED STATES,2012,Y,N
Rusty Rail Brewing Company,Mifflinburg,Pennsylvania,UNITED STATES,2013,Y,N
Naughty Monk Brewery,Bradenton,Florida,UNITED STATES,2013,Y,N
Little Chute Brewing Company,Little Chute,Wisconsin,UNITED STATES,2015,Y,N
Bruery Terreux,Placentia,California,UNITED STATES,2015,Y,N
Wop's Hops Brewing Company,Sanford,Florida,UNITED STATES,2014,Y,N
Big Storm Brewing Co.,Cape Coral,Florida,UNITED STATES,2011,Y,N
Colfax Ale Cellar,Raton,New Mexico,UNITED STATES,2015,Y,N
Baranof Island Brewing Company,Sitka,Alaska,UNITED STATES,2010,Y,N
Four Saints Brewing Company,Asheboro,North Carolina,UNITED STATES,2015,Y,N
Raquette River Brewing,Tupper Lake,New York,UNITED STATES,2013,Y,N
Taxman Brewing Company,Bargersville,Indiana,UNITED STATES,2014,Y,N
Four Mile Brewing Company,Olean,New York,UNITED STATES,2015,Y,N
Braindead Brewing,Dallas,Texas,UNITED STATES,2015,Y,N
Burgeon Beer Company,Carlsbad,California,UNITED STATES,2017,Y,N
Flat Fish Brewing,Camarillo,California,UNITED STATES,2018,Y,N
King's Court Brewing Company,Poughkeepsie,New York,UNITED STATES,2018,Y,N
Triple C Brewing Company,Charlotte,North Carolina,UNITED STATES,2011,Y,N
Blue Earl Brewing Co.,Smyrna,Delaware,UNITED STATES,2014,Y,N
Weathered Souls Brewing Co.,San Antonio,Texas,UNITED STATES,2016,Y,N
The Dayton Beer Company,Kettering,Ohio,UNITED STATES,2010,Y,N
Dry Ground Brewing Co.,Paducah,Kentucky,UNITED STATES,2014,Y,N
Crooked Handle Brewing Co.,Springboro,Ohio,UNITED STATES,2015,Y,N
K2 Brothers Brewing,Rochester,New York,UNITED STATES,2017,Y,N
Fargo Brewing Company,Fargo,North Dakota,UNITED STATES,2011,Y,N
Dynamo Brewing Company,Griffith,Indiana,UNITED STATES,2013,Y,N
Brazo Fuerte Artisanal Beer,Boston,Massachusetts,UNITED STATES,2011,Y,N
New Mexico Craft Brewing Company,Albuquerque,New Mexico,UNITED STATES,2012,N,Y
Cantero Brewing Company,Albuquerque,New Mexico,UNITED STATES,2018,Y,N
Central Standard Brewing,Wichita,Kansas,UNITED STATES,2015,Y,N
Cerebral Brewing,Denver,Colorado,UNITED STATES,2015,Y,N
Huske Hardware House Restaurant and Brewery,Fayetteville,North Carolina,UNITED STATES,2009,Y,N
Twelve Bar Brews,Woodinville,Washington,UNITED STATES,2012,N,Y
51 North Brewing Company,Lake Orion,Michigan,UNITED STATES,2013,N,Y
ZümBier,Waukegan,Illinois,UNITED STATES,2012,Y,N
Stoup Brewing,Seattle,Washington,UNITED STATES,2013,Y,N
Millersburg Brewing Company,Millersburg,Ohio,UNITED STATES,2013,Y,N
Launch Pad Brewery,Aurora,Colorado,UNITED STATES,2015,Y,N
Wichita Brewing Company,Wichita,Kansas,UNITED STATES,2012,Y,N
Intrepid Sojourner Beer Project,Denver,Colorado,UNITED STATES,2017,Y,N
Conversion Brewing,Lebanon,Oregon,UNITED STATES,2015,Y,N
Westport Brewing Company,Westport,Washington,UNITED STATES,2011,N,Y
Dirty Bucket Brewing Company,Woodinville,Washington,UNITED STATES,2012,Y,N
Red Leg Brewing Company,Colorado Springs,Colorado,UNITED STATES,2013,Y,N
Broken Bow Brewery,Tuckahoe,New York,UNITED STATES,2013,Y,N
The Commons Brewery,Portland,Oregon,UNITED STATES,2011,Y,N
Almanac Beer Co,San Francisco,California,UNITED STATES,2010,Y,N
Gnarly Barley Brewing,Hammond,Louisiana,UNITED STATES,2011,Y,N
OffKilter Brewing Company,Albuquerque,New Mexico,UNITED STATES,2015,Y,N
Pentagonal Brewing Company,Imperial,California,UNITED STATES,2017,Y,N
Icicle Brewing Company,Leavenworth,Washington,UNITED STATES,2010,Y,N
Aloha Beer Company,Honolulu,Hawaii,UNITED STATES,2012,N,Y
Kent Falls Brewing Company,Kent,Connecticut,UNITED STATES,2014,Y,N
The Quarter Barrel Arcade & Brewery,Cedar Rapids,Iowa,UNITED STATES,2015,Y,N
Castle Danger Brewery,Two Harbors,Minnesota,UNITED STATES,2011,Y,N
Bull Jagger Brewing Company,Portland,Maine,UNITED STATES,2011,N,Y
Alosta Brewing Co.,Covina,California,UNITED STATES,2013,Y,N
1933 Brewing Company,Fort Collins,Colorado,UNITED STATES,2014,Y,N
Erie Ale Works,Erie,Pennsylvania,UNITED STATES,2011,Y,N
Kitzingen Brewery,Wyoming,Michigan,UNITED STATES,2015,Y,N
Old Town Brewhouse,Lewisville,Texas,UNITED STATES,2017,Y,N
Neil House Brewery,Columbus,Ohio,UNITED STATES,2009,N,Y
ChuckAlek Independent Brewers,Ramona,California,UNITED STATES,2012,Y,N
The Lone Wolfe Brewing Co.,Wolfeboro,New Hampshire,UNITED STATES,2014,Y,N
Republic Brewing Company,Republic,Washington,UNITED STATES,2011,Y,N
Backside Brewing Co.,Roseburg,Oregon,UNITED STATES,2014,Y,N
Speciation Artisan Ales,Grand Rapids,Michigan,UNITED STATES,2016,Y,N
Battered Boar Brewing Company,Edmond,Oklahoma,UNITED STATES,2009,Y,N
Percival Beer Company,Dorchester,Massachusetts,UNITED STATES,2010,Y,N
Declaration Brewing Company,Denver,Colorado,UNITED STATES,2014,Y,N
Escape Craft Brewery,Redlands,California,UNITED STATES,2014,Y,N
Bloom Brew,Newton,Pennsylvania,UNITED STATES,2013,Y,N
Woodland Farm Hop & Fermentation,Marcy,New York,UNITED STATES,2013,Y,N
Prost Brewing Company,Denver,Colorado,UNITED STATES,2011,Y,N
Pair O’ Dice Brewing,Clearwater,Florida,UNITED STATES,2013,Y,N
Kaweah Brewing Co.,Tulare,California,UNITED STATES,2013,Y,N
Jackson Street Brewing,Sioux City,Iowa,UNITED STATES,2015,Y,N
Indian Springs Brewing Company,Neosho,Missouri,UNITED STATES,2014,Y,N
Intergalactic Brewing Co,San Diego,California,UNITED STATES,2012,Y,N
Bainbridge Island Brewing Company,Bainbridge Island,Washington,UNITED STATES,2012,Y,N
Kauai Island Brewery & Grill,Port Allen,Hawaii,UNITED STATES,2012,Y,N
Brewery 85,Greenville,South Carolina,UNITED STATES,2013,Y,N
Lumpy Ridge Brewery,Estes Park,Colorado,UNITED STATES,2015,Y,N
Wild Heaven Beer,Avondale Estates,Georgia,UNITED STATES,2010,Y,N
Jagged Mountain Brewery,Denver,Colorado,UNITED STATES,2013,Y,N
Garage Brewing Co.,Temecula,California,UNITED STATES,2013,Y,N
The Bold Mariner Brewing Company,Norfolk,Virginia,UNITED STATES,2015,Y,N
New Republic Brewing Company,College Station,Texas,UNITED STATES,2010,Y,N
Lost Highway Brewing Company,Centennial,Colorado,UNITED STATES,2014,N,Y
3 Beards Beer Company,Holyoke,Massachusetts,UNITED STATES,2010,Y,N
St. Joseph Brewery & Public House,Indianapolis,Indiana,UNITED STATES,2015,Y,N
Civil Society Brewing,Jupiter,Florida,UNITED STATES,2015,Y,N
Lo-Fi Brewing,N. Charleston,South Carolina,UNITED STATES,2016,Y,N
STATS Brewpub,Atlanta,Georgia,UNITED STATES,2017,Y,N
One Eyed Buffalo Brewing Co,Thermopolis,Wyoming,UNITED STATES,2015,Y,N
Stapleton Brewing,Denver,Colorado,UNITED STATES,2011,N,Y
Kauai Beer Company,Lihue,Hawaii,UNITED STATES,2013,Y,N
Petoskey Brewing,Petoskey,Michigan,UNITED STATES,2012,Y,N
Berthound Brewing Co.,Berthoud,Colorado,UNITED STATES,2014,Y,N
Raices Brewing Co.,Boulder,Colorado,UNITED STATES,2016,N,Y
Zipline Brewing Co.,Lincoln,Nebraska,UNITED STATES,2012,Y,N
